projection_date,projected_months,mean,std,median,mean-1std,mean+1std,projected_date,actual_rate,actual_rate_direction,classification,mean_v_median,median_accuracy
2019-09-30,1,4.2682926829268295,0.06591291372046858,4.25,4.202379769206361,4.334205596647298,2019-10-30,4.25,Neutral,Within 1 std,0.018292682926829507,1
2019-10-31,1,4.2625,0.055180356965787956,4.25,4.207319643034213,4.317680356965788,2019-11-30,4.25,Neutral,Within 1 std,0.012500000000000178,1
2019-11-30,1,4.267857142857143,0.06516529505375153,4.25,4.202691847803392,4.333022437910895,2019-12-30,4.25,Neutral,Within 1 std,0.017857142857143238,1
2019-12-31,1,4.255952380952381,0.03857583749052291,4.25,4.217376543461858,4.294528218442904,2020-01-31,4.25,Neutral,Within 1 std,0.005952380952381375,1
2020-01-31,1,4.25,0.0,4.25,4.25,4.25,2020-02-29,4.25,Neutral,Within 1 std,0.0,1
2020-02-29,1,4.25,0.0,4.25,4.25,4.25,2020-03-29,4.25,Neutral,Within 1 std,0.0,1
2020-03-31,1,4.2439024390243905,0.11842461840302647,4.25,4.125477820621364,4.362327057427417,2020-04-30,3.75,Neutral,Below Mean - 1 std,0.0060975609756095395,0
2020-04-30,1,3.3310810810810816,0.2638790104046401,3.25,3.0672020706764416,3.5949600914857216,2020-05-30,3.25,Decreasing,Within 1 std,0.08108108108108159,1
2020-05-31,1,2.6687499999999997,0.3221895245714696,2.75,2.34656047542853,2.9909395245714694,2020-06-30,2.75,Decreasing,Within 1 std,0.08125000000000027,1
2020-06-30,1,2.31875,0.20402598502176772,2.25,2.1147240149782323,2.522775985021768,2020-07-30,2.5,Decreasing,Within 1 std,0.06875000000000009,0
2020-07-31,1,2.09375,0.15696949728187026,2.0,1.9367805027181297,2.25071949728187,2020-08-31,2.25,Decreasing,Within 1 std,0.09375,0
2020-08-31,1,1.9871794871794874,0.09848720777068931,2.0,1.8886922794087981,2.0856666949501768,2020-09-30,1.75,Decreasing,Below Mean - 1 std,0.012820512820512553,0
2020-09-30,1,1.8782051282051282,0.1389788282791718,2.0,1.7392262999259565,2.0171839564843,2020-10-30,1.75,Neutral,Within 1 std,0.1217948717948718,0
2020-10-31,1,1.7434210526315792,0.04055535528269067,1.7500000000000002,1.7028656973488885,1.78397640791427,2020-11-30,1.75,Neutral,Within 1 std,0.006578947368421018,0
2020-11-30,1,1.7437500000000001,0.03952847075210478,1.7500000000000002,1.7042215292478953,1.783278470752105,2020-12-30,1.75,Neutral,Within 1 std,0.006250000000000089,0
2020-12-31,1,1.7435897435897438,0.04003203845127182,1.7500000000000002,1.703557705138472,1.7836217820410156,2021-01-31,1.75,Neutral,Within 1 std,0.0064102564102563875,0
2021-01-31,1,1.7500000000000002,0.0,1.7500000000000002,1.7500000000000002,1.7500000000000002,2021-02-28,1.75,Neutral,Below Mean - 1 std,0.0,0
2021-02-28,1,1.7437500000000001,0.03952847075210478,1.7500000000000002,1.7042215292478953,1.783278470752105,2021-03-28,1.75,Neutral,Within 1 std,0.006250000000000089,0
2021-03-31,1,1.7500000000000002,0.0,1.7500000000000002,1.7500000000000002,1.7500000000000002,2021-04-30,1.75,Neutral,Below Mean - 1 std,0.0,0
2021-04-15,1,1.7499999999999998,3.514801124659113e-16,1.7500000000000002,1.7499999999999993,1.7500000000000002,2021-05-15,1.75,Neutral,Within 1 std,4.440892098500626e-16,0
2021-05-14,1,1.7499999999999996,7.027291020503719e-16,1.7500000000000002,1.749999999999999,1.7500000000000002,2021-06-14,1.75,Neutral,Within 1 std,6.661338147750939e-16,0
2021-06-15,1,1.7499999999999996,7.025094648823097e-16,1.7500000000000002,1.749999999999999,1.7500000000000002,2021-07-15,1.75,Neutral,Within 1 std,6.661338147750939e-16,0
