projection_date,projected_months,mean,std,median,mean-1std,mean+1std,projected_date,actual_rate,actual_rate_direction,classification,mean_v_median,median_accuracy
2021-07-15,1,1.7499999999999996,7.027291020503719e-16,1.7500000000000002,1.749999999999999,1.7500000000000002,2021-08-15,1.75,Neutral,Within 1 std,6.661338147750939e-16,0
2021-08-13,1,1.9523809523809534,0.11367067373497661,2.0,1.8387102786459768,2.06605162611593,2021-09-13,1.75,Neutral,Below Mean - 1 std,0.04761904761904656,0
2021-09-15,1,2.2437499999999995,0.16493491334773744,2.25,2.078815086652262,2.408684913347737,2021-10-15,2.0,Increasing,Below Mean - 1 std,0.006250000000000533,0
2021-10-14,1,2.331395348837209,0.17862679097504408,2.25,2.152768557862165,2.510022139812253,2021-11-14,2.5,Increasing,Within 1 std,0.081395348837209,0
2021-11-12,1,2.9418604651162807,0.15272533413121994,3.0,2.789135130985061,3.0945857992475005,2021-12-12,2.5,Neutral,Below Mean - 1 std,0.05813953488371926,0
2021-12-14,1,3.3999999999999995,0.2103111248383435,3.5000000000000004,3.189688875161656,3.610311124838343,2022-01-14,3.0,Increasing,Below Mean - 1 std,0.10000000000000098,0
2022-01-14,1,3.6578947368421066,0.18763330965068378,3.75,3.470261427191423,3.8455280464927903,2022-02-14,4.0,Increasing,Above Mean + 1 std,0.09210526315789336,0
2022-02-15,1,5.067073170731709,0.3113699078462707,5.0,4.755703262885438,5.37844307857798,2022-03-15,4.0,Neutral,Below Mean - 1 std,0.06707317073170938,0
2022-03-15,1,6.268749999999999,0.6896382831154763,6.5,5.579111716884523,6.958388283115475,2022-04-15,5.0,Increasing,Below Mean - 1 std,0.23125000000000107,0
2022-04-11,1,6.012500000000003,0.30461198521801736,6.0,5.707888014781986,6.31711198521802,2022-05-11,6.0,Increasing,Within 1 std,0.012500000000002842,1
2022-05-13,1,7.108974358974357,0.4722387602618587,7.000000000000001,6.636735598712498,7.5812131192362155,2022-06-13,6.0,Neutral,Below Mean - 1 std,0.10897435897435592,0
2022-06-15,1,8.13372093023256,0.6599712232392226,8.0,7.473749706993337,8.793692153471783,2022-07-15,7.5,Increasing,Within 1 std,0.1337209302325597,0
2022-07-14,1,8.717948717948717,0.4486070809633061,9.0,8.269341636985411,9.166555798912023,2022-08-14,9.0,Increasing,Within 1 std,0.2820512820512828,1
2022-08-12,1,9.750000000000005,0.3048749218101059,9.75,9.4451250781899,10.05487492181011,2022-09-12,9.0,Neutral,Below Mean - 1 std,5.329070518200751e-15,0
2022-09-14,1,10.769230769230772,0.6134045827887454,11.0,10.155826186442026,11.382635352019518,2022-10-14,10.0,Increasing,Below Mean - 1 std,0.23076923076922817,0
2022-10-14,1,10.960526315789473,0.23628827295786636,11.0,10.724238042831606,11.196814588747339,2022-11-14,11.0,Increasing,Within 1 std,0.03947368421052744,1
2022-11-15,1,11.900000000000007,0.25867308461817634,12.0,11.641326915381832,12.158673084618183,2022-12-15,11.0,Neutral,Below Mean - 1 std,0.09999999999999254,0
2022-12-13,1,12.335714285714287,0.30282285361621736,12.5,12.03289143209807,12.638537139330504,2023-01-13,12.0,Increasing,Below Mean - 1 std,0.1642857142857128,0
2023-01-13,1,12.878571428571425,0.27366943194882654,13.0,12.604901996622598,13.152240860520251,2023-02-13,12.75,Increasing,Within 1 std,0.12142857142857544,0
2023-02-14,1,13.175675675675672,0.24198875709123074,13.0,12.93368691858444,13.417664432766903,2023-03-14,12.75,Neutral,Below Mean - 1 std,0.17567567567567188,0
2023-03-15,1,13.185714285714283,0.19500053867626543,13.25,12.990713747038019,13.380714824390548,2023-04-15,13.0,Increasing,Within 1 std,0.06428571428571672,0
2023-04-14,1,13.139705882352937,0.2058903105159382,13.0,12.933815571836998,13.345596192868875,2023-05-14,13.25,Increasing,Within 1 std,0.13970588235293668,0
2023-05-15,1,13.25657894736842,0.1480371815199667,13.25,13.108541765848452,13.404616128888387,2023-06-15,,,Below Mean - 1 std,0.006578947368419463,0
2014-07-01,3,4.560487804878049,0.24290894610442196,4.5,4.317578858773627,4.803396750982471,2014-10-01,4.5,Neutral,Within 1 std,0.060487804878048834,1
2014-08-01,3,4.66875,0.19104553759744689,4.75,4.477704462402554,4.859795537597447,2014-11-01,4.5,Neutral,Within 1 std,0.08124999999999982,0
2014-09-01,3,4.6726190476190474,0.1871488194030326,4.75,4.485470228216015,4.85976786702208,2014-12-01,4.5,Neutral,Within 1 std,0.07738095238095255,0
2014-10-01,3,4.6125,0.1957071333684138,4.5,4.416792866631586,4.8082071333684135,2015-01-01,4.5,Neutral,Within 1 std,0.11249999999999982,1
2014-11-01,3,4.555555555555555,0.12117152999999509,4.5,4.43438402555556,4.676727085555551,2015-02-01,4.5,Neutral,Within 1 std,0.05555555555555536,1
2014-12-01,3,4.493243243243243,0.19081774396373993,4.5,4.3024254992795035,4.6840609872069825,2015-03-01,4.5,Neutral,Within 1 std,0.006756756756757021,1
2015-01-01,3,4.5060975609756095,0.17218998299524405,4.5,4.333907577980366,4.678287543970853,2015-04-01,4.5,Neutral,Within 1 std,0.0060975609756095395,1
2015-02-01,3,4.470930232558139,0.13594140813299938,4.5,4.33498882442514,4.606871640691138,2015-05-01,4.5,Neutral,Within 1 std,0.02906976744186096,1
2015-03-01,3,4.494047619047619,0.2309055294504187,4.5,4.2631420895972,4.724953148498037,2015-06-01,4.5,Neutral,Within 1 std,0.005952380952381375,1
2015-04-01,3,4.482142857142857,0.15013060516187826,4.5,4.332012251980979,4.632273462304735,2015-07-01,4.5,Neutral,Within 1 std,0.017857142857143238,1
2015-05-01,3,4.5060975609756095,0.14238816749962915,4.5,4.363709393475981,4.648485728475238,2015-08-01,4.5,Neutral,Within 1 std,0.0060975609756095395,1
2015-06-01,3,4.469512195121951,0.09992375141857392,4.5,4.369588443703377,4.569435946540525,2015-09-01,4.5,Neutral,Within 1 std,0.030487804878048586,1
2015-07-01,3,4.477272727272727,0.07270084086278777,4.5,4.404571886409939,4.549973568135514,2015-10-01,4.75,Increasing,Above Mean + 1 std,0.022727272727273373,0
2015-08-01,3,4.523809523809524,0.13308629844546008,4.5,4.390723225364064,4.656895822254984,2015-11-01,4.75,Neutral,Above Mean + 1 std,0.023809523809523725,0
2015-09-01,3,4.75,0.25000000000000017,4.75,4.5,5.0,2015-12-01,5.5,Increasing,Above Mean + 1 std,0.0,0
2015-10-01,3,5.175675675675675,0.21135200417708283,5.25,4.964323671498593,5.387027679852758,2016-01-01,5.75,Increasing,Above Mean + 1 std,0.07432432432432456,0
2015-11-01,3,5.73125,0.2852546096169041,5.75,5.445995390383096,6.016504609616904,2016-02-01,6.0,Increasing,Within 1 std,0.018749999999999822,0
2015-12-01,3,6.0523255813953485,0.31603071889041434,6.0,5.736294862504934,6.368356300285763,2016-03-01,6.25,Increasing,Within 1 std,0.052325581395348486,0
2016-01-01,3,6.406976744186048,0.2379429191626084,6.5,6.1690338250234396,6.644919663348657,2016-04-01,6.5,Increasing,Within 1 std,0.09302325581395188,1
2016-02-01,3,6.744047619047619,0.31472062348669066,6.75,6.429326995560928,7.05876824253431,2016-05-01,6.5,Neutral,Within 1 std,0.005952380952381375,0
2016-03-01,3,6.806818181818182,0.22787973906358408,6.75,6.578938442754597,7.034697920881766,2016-06-01,7.25,Increasing,Above Mean + 1 std,0.05681818181818166,0
2016-04-01,3,7.115116279069768,0.2698180347410809,7.000000000000001,6.845298244328687,7.384934313810849,2016-07-01,7.5,Increasing,Above Mean + 1 std,0.11511627906976685,0
2016-05-01,3,7.2562500000000005,0.20791624916457713,7.249999999999999,7.048333750835424,7.4641662491645775,2016-08-01,7.75,Increasing,Above Mean + 1 std,0.006250000000001421,0
2016-06-01,3,7.4940476190476195,0.20278619671851122,7.5,7.291261422329108,7.696833815766131,2016-09-01,7.75,Neutral,Above Mean + 1 std,0.005952380952380487,0
2016-07-01,3,7.696428571428571,0.23121968677862853,7.75,7.465208884649942,7.9276482582072,2016-10-01,7.75,Neutral,Within 1 std,0.053571428571428825,1
2016-08-01,3,7.78804347826087,0.20390215044604562,7.75,7.584141327814825,7.991945628706915,2016-11-01,7.75,Neutral,Within 1 std,0.03804347826087007,1
2016-09-01,3,7.625,0.23808831662143334,7.75,7.386911683378567,7.863088316621433,2016-12-01,7.75,Neutral,Within 1 std,0.125,1
2016-10-01,3,7.523809523809523,0.28051305244143554,7.625,7.243296471368088,7.804322576250958,2017-01-01,7.5,Decreasing,Within 1 std,0.10119047619047716,0
2016-11-01,3,7.375,0.3503047453777156,7.5,7.0246952546222845,7.7253047453777155,2017-02-01,7.5,Neutral,Within 1 std,0.125,1
2016-12-01,3,7.208333333333333,0.339999402199378,7.249999999999999,6.868333931133955,7.5483327355327114,2017-03-01,7.25,Decreasing,Within 1 std,0.041666666666666075,0
2017-01-01,3,6.612500000000001,0.2993047499344662,6.5,6.313195250065535,6.911804749934467,2017-04-01,7.0,Decreasing,Above Mean + 1 std,0.11250000000000071,0
2017-02-01,3,6.7926829268292686,0.2899484815466698,6.75,6.502734445282599,7.0826314083759385,2017-05-01,7.0,Neutral,Within 1 std,0.04268292682926855,0
2017-03-01,3,6.343750000000001,0.20165580602245053,6.25,6.142094193977551,6.545405806022451,2017-06-01,6.25,Decreasing,Within 1 std,0.09375000000000089,1
2017-04-01,3,5.987179487179487,0.2290477853837566,6.0,5.7581317017957305,6.216227272563244,2017-07-01,6.25,Neutral,Above Mean + 1 std,0.012820512820512775,0
2017-05-01,3,5.677777777777778,0.23000878331933416,5.5,5.4477689944584435,5.9077865610971125,2017-08-01,5.5,Decreasing,Within 1 std,0.17777777777777803,1
2017-06-01,3,5.517441860465117,0.18415951966208685,5.5,5.33328234080303,5.701601380127204,2017-09-01,5.25,Decreasing,Below Mean - 1 std,0.017441860465116754,0
2017-07-01,3,5.238372093023256,0.13311166512794398,5.25,5.1052604278953115,5.3714837581512,2017-10-01,5.25,Neutral,Within 1 std,0.011627906976744207,1
2017-08-01,3,5.174418604651162,0.13945988202076148,5.25,5.0349587226304005,5.313878486671924,2017-11-01,5.0,Decreasing,Below Mean - 1 std,0.07558139534883779,0
2017-09-01,3,5.104651162790697,0.14671561148486406,5.0,4.957935551305833,5.251366774275561,2017-12-01,4.75,Decreasing,Below Mean - 1 std,0.10465116279069697,0
2017-10-01,3,5.045454545454546,0.20369213597468122,5.0,4.841762409479864,5.249146681429227,2018-01-01,4.75,Neutral,Below Mean - 1 std,0.04545454545454586,0
2017-11-01,3,4.68452380952381,0.23464765886222574,4.75,4.449876150661584,4.919171468386036,2018-02-01,4.5,Decreasing,Within 1 std,0.0654761904761898,0
2017-12-01,3,4.303571428571429,0.1792235479488473,4.25,4.124347880622581,4.482794976520276,2018-03-01,4.5,Neutral,Above Mean + 1 std,0.053571428571428825,0
2018-01-01,3,4.274390243902439,0.18375321467239425,4.25,4.090637029230045,4.458143458574833,2018-04-01,4.5,Neutral,Above Mean + 1 std,0.024390243902439046,0
2018-02-28,3,4.329268292682928,0.18061547890342075,4.25,4.148652813779507,4.509883771586348,2018-05-28,4.25,Decreasing,Within 1 std,0.07926829268292757,1
2018-03-31,3,4.225,0.16794382455192577,4.25,4.057056175448074,4.392943824551925,2018-06-30,4.25,Neutral,Within 1 std,0.025000000000000355,1
2018-04-30,3,4.166666666666666,0.14256648712805034,4.25,4.024100179538616,4.309233153794716,2018-07-30,4.25,Neutral,Within 1 std,0.08333333333333393,1
2018-05-31,3,4.156976744186046,0.13388934456911544,4.25,4.023087399616931,4.290866088755162,2018-08-31,4.25,Neutral,Within 1 std,0.09302325581395365,1
2018-06-30,3,4.207317073170732,0.09523718785862761,4.25,4.112079885312105,4.30255426102936,2018-09-30,4.25,Neutral,Within 1 std,0.042682926829267664,1
2018-07-31,3,4.244186046511628,0.08605736066411743,4.25,4.158128685847511,4.330243407175746,2018-10-31,4.25,Neutral,Within 1 std,0.005813953488371659,1
2018-08-31,3,4.2439024390243905,0.06818643738972088,4.25,4.17571600163467,4.312088876414111,2018-11-30,4.25,Neutral,Within 1 std,0.0060975609756095395,1
2018-09-30,3,4.2439024390243905,0.03904344047215155,4.25,4.204858998552239,4.282945879496542,2018-12-30,4.25,Neutral,Within 1 std,0.0060975609756095395,1
2018-10-31,3,4.256578947368421,0.07087393893726827,4.25,4.185705008431153,4.327452886305689,2019-01-31,4.25,Neutral,Within 1 std,0.00657894736842124,1
2018-11-30,3,4.2875000000000005,0.13337339141845914,4.25,4.154126608581541,4.42087339141846,2019-02-28,4.25,Neutral,Within 1 std,0.03750000000000053,1
2018-12-31,3,4.34375,0.1350154312168303,4.25,4.20873456878317,4.47876543121683,2019-03-31,4.25,Neutral,Within 1 std,0.09375,1
2019-01-31,3,4.3999999999999995,0.14763086328702318,4.5,4.252369136712976,4.547630863287023,2019-04-30,4.25,Neutral,Below Mean - 1 std,0.10000000000000053,0
2019-02-28,3,4.331250000000001,0.14308304026073937,4.25,4.188166959739261,4.47433304026074,2019-05-28,4.25,Neutral,Within 1 std,0.08125000000000071,1
2019-03-31,3,4.300000000000001,0.10127393670836646,4.25,4.198726063291634,4.4012739367083675,2019-06-30,4.25,Neutral,Within 1 std,0.05000000000000071,1
2019-04-30,3,4.2749999999999995,0.07595545253127477,4.25,4.199044547468724,4.350955452531275,2019-07-30,4.25,Neutral,Within 1 std,0.024999999999999467,1
2019-05-31,3,4.274390243902439,0.07510155725708349,4.25,4.199288686645356,4.349491801159522,2019-08-31,4.25,Neutral,Within 1 std,0.024390243902439046,1
2019-06-30,3,4.300000000000001,0.14096735392208667,4.25,4.159032646077914,4.440967353922088,2019-09-30,4.25,Neutral,Within 1 std,0.05000000000000071,1
2019-07-31,3,4.302631578947368,0.10328873752806851,4.25,4.199342841419299,4.405920316475437,2019-10-31,4.25,Neutral,Within 1 std,0.05263157894736814,1
2019-08-31,3,4.284883720930233,0.10324202016951307,4.25,4.18164170076072,4.388125741099746,2019-11-30,4.25,Neutral,Within 1 std,0.03488372093023262,1
2019-09-30,3,4.3048780487804885,0.1426555633548777,4.25,4.162222485425611,4.447533612135366,2019-12-30,4.25,Neutral,Within 1 std,0.05487804878048852,1
2019-10-31,3,4.29375,0.13736881854224517,4.25,4.156381181457755,4.431118818542245,2020-01-31,4.25,Neutral,Within 1 std,0.04375000000000018,1
2019-11-30,3,4.267857142857143,0.06516529505375153,4.25,4.202691847803392,4.333022437910895,2020-02-29,4.25,Neutral,Within 1 std,0.017857142857143238,1
2019-12-31,3,4.303571428571429,0.11759420569289764,4.25,4.185977222878531,4.421165634264327,2020-03-31,3.75,Decreasing,Below Mean - 1 std,0.053571428571428825,0
2020-01-31,3,4.294871794871796,0.0971941029961177,4.25,4.197677691875678,4.392065897867913,2020-04-30,3.75,Neutral,Below Mean - 1 std,0.0448717948717956,0
2020-02-29,3,4.2804878048780495,0.08282364455613475,4.25,4.1976641603219145,4.3633114494341845,2020-05-29,3.25,Decreasing,Below Mean - 1 std,0.030487804878049474,0
2020-03-31,3,4.231707317073171,0.22631728213974725,4.25,4.005390034933424,4.458024599212918,2020-06-30,2.75,Decreasing,Below Mean - 1 std,0.01829268292682862,0
2020-04-30,3,3.0878378378378377,0.4175665957208045,3.0,2.670271242117033,3.5054044335586423,2020-07-30,2.5,Decreasing,Below Mean - 1 std,0.08783783783783772,0
2020-05-31,3,2.5,0.330112645886762,2.5,2.169887354113238,2.830112645886762,2020-08-31,2.25,Decreasing,Within 1 std,0.0,0
2020-06-30,3,2.23125,0.2556258032399135,2.25,1.9756241967600867,2.4868758032399136,2020-09-30,1.75,Decreasing,Below Mean - 1 std,0.018749999999999822,0
2020-07-31,3,2.0375,0.20056011311913183,2.0,1.8369398868808682,2.2380601131191318,2020-10-31,1.75,Neutral,Below Mean - 1 std,0.03750000000000009,0
2020-08-31,3,1.967948717948718,0.10226846731132631,2.0,1.8656802506373917,2.070217185260044,2020-11-30,1.75,Neutral,Below Mean - 1 std,0.03205128205128194,0
2020-09-30,3,1.875,0.13867504905630715,2.0,1.7363249509436929,2.013675049056307,2020-12-30,1.75,Neutral,Within 1 std,0.125,0
2020-10-31,3,1.7364864864864868,0.057310858783781456,1.7500000000000002,1.6791756277027055,1.7937973452702682,2021-01-31,1.75,Neutral,Within 1 std,0.013513513513513375,0
2020-11-30,3,1.7437500000000001,0.03952847075210478,1.7500000000000002,1.7042215292478953,1.783278470752105,2021-02-28,1.75,Neutral,Within 1 std,0.006250000000000089,0
